tox_cas_edf_id,tox_chemical_name,tox_category,tox_cancer,tox_cardiovascular_blood,tox_developmental,tox_endocrine,tox_gastrointestinal_liver,tox_immunotoxicity,tox_kidney,tox_musculoskeletal,tox_neurotoxicity,tox_reproductive,tox_respiratory,tox_skin_sense
13981-29-8,TB-160,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-30-1,TM-170,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-37-8,NI-63,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-38-9,CO-58,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-38-9(m),CO-58M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-41-4,BA-133,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-41-4(m),BA-133M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-43-6,CL-36,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-49-2,TE-127,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-49-2(m),TE-127M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-50-5,CO-57,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-51-6,HG-197,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-52-7,210-POLONIUM,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-53-8,RA-225,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-54-9,AM-242,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-54-9(m),AM-242M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-55-0,IN-114,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-55-0(m),IN-114M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-56-1,F-18,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13981-97-0(m),BA-137M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-00-8,TA-182,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-04-2,NA-24,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-10-0,PU-242,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-13-3,RB-87,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-22-4,GA-72,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-23-5,ZN-69,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-23-5(m),ZN-69M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-38-2,BI-207,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-39-3,ZN-65,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-63-3,RADIUM-226,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-63-3(+D),RA-226+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-70-2,U-236,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13982-78-0,HG-203,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13983-27-2,KR-85,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13983-27-2(m),KR-85M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13994-18-8,XE-125,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13994-19-9,XE-127,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13994-20-2,NP-237,recognized,True,False,False,False,False,False,False,False,False,False,False,False
13994-20-2(+D),NP-237+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
140-11-4,BENZYL ACETATE,suspected,False,False,False,False,True,False,True,False,True,False,True,False
140-29-4,BENZYL CYANIDE,suspected,False,False,False,False,False,False,False,False,True,False,True,False
140-31-8,1-(2-AMINOETHYL)PIPERAZINE,suspected,False,False,False,False,False,False,False,False,False,False,True,True
140-57-8,ARAMITE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
140-57-8,ARAMITE,suspected,False,False,False,False,True,False,False,False,False,False,False,False
140-64-7,pentamidine,suspected,False,False,False,True,False,False,True,False,False,True,False,True
140-66-9,"4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL",suspected,False,False,False,True,False,False,False,False,False,False,False,False
140-67-0,1-ALLYL-4-METHOXYBENZENE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
140-88-5,ETHYL ACRYLATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
140-88-5,ETHYL ACRYLATE,suspected,False,False,True,False,True,True,True,False,True,False,True,True
1401-55-4,ACACIA MOLLISSIMA TANNIN,suspected,False,False,False,False,True,False,False,False,False,False,True,False
1402-68-2,AFLATOXINS,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1402-68-2,AFLATOXINS,suspected,False,True,False,False,True,False,True,False,True,False,False,False
14028-44-5,AMOXAPINE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
14028-44-5,AMOXAPINE,suspected,False,True,False,True,False,False,True,False,True,False,False,True
1404-26-8,POLYMYXIN B,suspected,False,False,False,False,True,False,True,False,False,False,False,False
1404-90-6,VANCOMYCIN,suspected,False,False,False,False,False,False,True,False,False,False,False,False
14041-42-0,GD-159,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14047-09-7,"3,3',4,4'-TETRACHLOROAZOBENZENE",suspected,False,False,False,False,False,False,False,False,False,False,False,True
1405-10-3,NEOMYCIN SULFATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
1405-10-3,NEOMYCIN SULFATE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
1405-87-4,bacitracin,suspected,False,False,False,False,False,True,True,False,False,False,False,True
1406-11-7,polymyxin,suspected,False,False,False,False,False,False,True,False,False,False,False,False
1407-47-2,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,recognized,False,False,True,False,False,False,False,False,False,False,False,False
14092-99-0,MN-52,recognized,True,False,False,False,False,False,False,False,False,False,False,False
140923-17-7,Iprovalicarb,suspected,True,False,False,False,False,False,False,False,False,False,False,False
14097-21-3,Tetrazene,suspected,False,False,False,False,False,False,False,False,False,False,True,False
141-01-5,"2-Butenedioic acid (2E)-, iron(2+) salt (1:1)",suspected,False,False,False,False,True,False,False,False,True,False,True,False
141-32-2,BUTYL ACRYLATE,suspected,False,False,False,False,False,True,False,False,False,False,True,True
141-43-5,2-AMINOETHANOL,suspected,False,False,False,False,False,False,False,False,True,False,True,True
141-66-2,BIDRIN,suspected,False,False,False,False,False,False,False,False,True,False,False,False
141-78-6,ETHYL ACETATE,suspected,False,False,False,False,False,False,False,False,True,False,True,True
141-79-7,MESITYL OXIDE,suspected,False,False,False,False,False,False,True,False,True,False,False,True
141-85-5,"ANILINE, M-CHLORO-, HYDROCHLORIDE",suspected,False,True,False,True,False,False,False,False,False,False,False,False
141-90-2,THIOURACIL,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14109-32-1,CD-109,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-05-2,PR-144,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-05-2(m),PR-144M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-09-6,GA-67,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-15-4,MO-99,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-19-8,CE-143,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-24-5,OS-191,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-24-5(m),OS-191M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-30-3,PB-209,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-32-5,PU-241,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-32-5(+D),PU-241+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-33-6,PU-240,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-34-7,PU-244,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14119-34-7(+D),PU-244+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14133-76-7,TC-99,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14133-76-7(m),TC-99M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-27-1,SR-89,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-29-3,U-232,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-31-7,I-125,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-32-8,I-126,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-34-0,CL-38,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14158-35-1,IR-194,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14163-25-8,AR-41,recognized,True,False,False,False,False,False,False,False,False,False,False,False
141776-32-1,Sulfosulfuron [MON 31500],suspected,True,False,False,False,False,False,False,False,False,False,False,False
14187-32-7,DIBENZO[18]CROWN-6,suspected,False,False,False,False,False,False,False,False,True,False,False,False
14191-64-1,PR-142,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14191-65-2,RB-89,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14191-71-0,IN-115,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14191-71-0(m),IN-115M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
142-04-1,ANILINE HYDROCHLORIDE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
142-28-9,"1,3-DICHLOROPROPANE",suspected,False,False,False,False,True,False,False,False,False,False,False,False
142-47-2,"Glutamic acid, monosodium salt, L-",suspected,False,False,False,False,True,False,False,False,True,False,True,True
142-59-6,NABAM,recognized,False,False,True,False,False,False,False,False,False,False,False,False
142-59-6,NABAM,suspected,True,False,False,True,False,False,False,False,False,False,False,False
142-64-3,PIPERAZINE DIHYDROCHLORIDE,suspected,False,False,False,False,False,True,False,False,False,False,True,True
142-71-2,CUPRIC ACETATE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
142-82-5,N-HEPTANE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
142-83-6,"2,4-HEXADIENAL",suspected,True,False,False,False,False,False,False,False,False,False,False,False
142-96-1,"1,1'-OXYBIS(BUTANE)",suspected,False,False,False,False,False,False,False,False,False,False,False,True
1420-06-0,N-TRITYLMORPHOLINE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
14216-75-2,NICKEL NITRATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-24-3,Y-91,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-24-3(m),Y-91M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-28-7,TE-132,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-29-8,CS-136,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-34-5,RH-106,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-35-6,SB-125,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14234-35-6(+D),SB-125+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14255-04-0,LEAD-210,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14255-04-0(+D),PB-210+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14265-71-5,SE-75,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14265-75-9,LU-177,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14265-85-1,AC-225,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14269-63-7,"THORIUM, ISOTOPE OF MASS 230",recognized,True,False,False,False,False,False,False,False,False,False,False,False
14269-71-7,TE-129,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14269-71-7(m),TE-129M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14269-74-0,ND-147,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14269-75-1,U-237,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14274-82-9,"THORIUM, ISOTOPE OF MASS 228",recognized,True,False,False,False,False,False,False,False,False,False,False,False
14274-82-9(+D),TH-228+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14276-49-4,SI-31,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14276-65-4,GD-153,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14280-35-4,EU-156,recognized,True,False,False,False,False,False,False,False,False,False,False,False
143-10-2,1-Decanethiol,suspected,False,False,False,False,False,False,False,False,False,False,True,False
143-33-9,SODIUM CYANIDE,suspected,False,False,False,False,True,False,False,False,True,True,True,False
143-50-0,CHLORDECONE (KEPONE),recognized,True,False,True,False,False,False,False,False,False,False,False,False
143-50-0,CHLORDECONE (KEPONE),suspected,False,True,False,True,True,False,True,False,True,True,False,False
143-67-9,VINBLASTINE SULFATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
143-81-7,BUTABARBITAL SODIUM,recognized,False,False,True,False,False,False,False,False,False,False,False,False
143-81-7,BUTABARBITAL SODIUM,suspected,False,True,False,False,False,False,False,False,True,False,True,False
14307-35-8,LITHIUM CHROMATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14307-35-8,LITHIUM CHROMATE,suspected,False,False,False,False,False,False,False,False,False,False,True,False
14331-79-4,BISMUTH-210,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-83-0,AC-228,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-85-2,PA-231,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-88-5,SB-129,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-91-0,SR-91,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-95-4,RU-105,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14331-97-6,V-48,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14333-33-6,C-11,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14333-45-0,TM-171,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14336-68-6,CD-115,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14336-68-6(m),CD-115M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14336-70-0,NI-59,recognized,True,False,False,False,False,False,False,False,False,False,False,False
143390-89-0,Kresoxim-methyl,suspected,True,False,False,False,False,False,False,False,False,False,False,False
14374-79-9,SB-122,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14374-81-3,GE-71,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14378-21-3,K-42,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14378-25-7,BA-139,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14378-38-2(m),AG-109M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14380-75-7,PROMETHIUM-147,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1439-99-2,CA-47,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14390-73-9(m),TE-125M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-16-3,EU-155,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-45-8,ER-171,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-63-0,RB-82,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-65-2,AG-108,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-65-2(m),AG-108M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-65-2(m)(+D),AG-108M+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-76-5,AG-110,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-76-5(m),AG-110M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-86-7,SC-48,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14391-96-9,SC-47,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14392-02-0,CR-51,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14392-33-7,SM-147,recognized,True,False,False,False,False,False,False,False,False,False,False,False
144-55-8,SODIUM BICARBONATE,suspected,False,False,False,False,True,False,True,False,False,False,True,False
144-62-7,OXALIC ACID,suspected,False,False,False,False,True,False,False,False,True,True,False,True
144-80-9,SULFACETAMIDE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
1445-75-6,DIISOPROPYL METHANEPHOSPHONATE,suspected,False,True,False,False,False,False,False,False,False,False,False,False
14464-46-1,CRISTOBALITE,suspected,True,False,False,False,False,False,False,False,False,False,True,False
14484-64-1,FERBAM,suspected,False,False,True,True,False,True,False,False,True,False,False,True
14486-19-2,CADMIUM FLUOBORATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
145-73-3,ENDOTHALL,suspected,False,True,False,False,False,False,True,False,False,False,False,False
1455-21-6,1-Nonanethiol,suspected,False,False,False,False,False,False,False,False,False,False,True,False
14596-10-2,AM-241,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14596-12-4,FE-59,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14596-37-3,P-32,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1461-23-0,"Stannane, bromotributyl-",suspected,False,False,False,False,False,False,False,False,True,False,False,False
1464-53-5,"1,1'-BI(ETHYLENE OXIDE)",recognized,True,False,False,False,False,False,False,False,False,False,False,False
1464-53-5,"1,1'-BI(ETHYLENE OXIDE)",suspected,False,False,False,False,False,True,False,False,False,False,True,True
14681-52-8,MN-56,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14681-59-5,FE-55,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14681-63-1,NB-94,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-06-8,SN-121,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-06-8(m),SN-121M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-08-0,SN-125,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-10-4,SB-124,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-11-5(m),XE-131M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-12-6,TE-131,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-12-6(m),TE-131M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-16-0,I-132,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-19-3,PROMETHIUM-148,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-19-3(m),PROMETHIUM-148M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14683-23-9,EU-152,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14686-69-2,BR-82,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14687-25-3,PB-203,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14694-69-0,IR-192,recognized,True,False,False,False,False,False,False,False,False,False,False,False
147-47-7,"1,2-DIHYDRO-2,2,4-TRIMETHYLQUINOLINE",suspected,False,False,False,False,False,False,False,False,True,False,False,False
147-94-4,CYTARABINE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
14733-03-0,BISMUTH-214,recognized,True,False,False,False,False,False,False,False,False,False,False,False
147601-87-4,Aroclor 1210,recognized,True,False,True,False,False,False,False,False,False,False,False,False
14762-75-5,CARBON-14,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14762-78-8,CE-144,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14762-78-8(+D),CE-144+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1477-55-0,"M-XYLENE a,a1-DIAMINE",suspected,False,False,False,False,False,True,False,False,False,False,False,True
14797-55-8,NITRATE,suspected,False,True,False,False,False,False,True,False,False,True,False,False
14797-65-0,NITRITE,suspected,False,True,False,False,False,False,True,False,False,True,False,False
14798-08-4,BA-140,recognized,True,False,False,False,False,False,False,False,False,False,False,False
148-01-6,"3,5-DINITRO-O-TOLUAMIDE",suspected,False,True,False,False,False,False,False,False,False,False,False,False
148-18-5,"CARBAMIC ACID, DIETHYLDITHIO-, SODIUM SALT",suspected,True,False,False,False,False,False,False,False,False,False,False,False
148-79-8,THIABENDAZOLE,suspected,True,False,True,False,False,True,False,False,True,False,False,True
148-82-3,MELPHALAN,recognized,True,False,True,False,False,False,False,False,False,False,False,False
148-82-3,MELPHALAN,suspected,False,True,False,False,True,False,False,False,False,False,False,False
14807-96-6,TALC,suspected,True,False,False,False,False,False,False,False,False,False,True,False
14808-44-7,TC-96,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14808-44-7(m),TC-96M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14808-60-7,QUARTZ,suspected,True,False,False,True,True,True,False,False,False,False,True,False
14809-50-8,SR-82,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14809-56-4,TC-95,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14809-56-4(m),TC-95M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14809-68-8,KR-87,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14833-49-9,NI-65,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14834-67-4,I-133,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14834-68-5,I-135,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14835-02-0,RN-219,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14835-21-3,XE-137,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14859-67-7,RADON 222,suspected,True,False,False,False,False,False,False,False,False,False,False,False
14859-67-7(+D),RN-222+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14885-78-0(m),IN-113M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
149-30-4,2-MERCAPTOBENZOTHIAZOLE,suspected,True,True,False,False,True,True,False,False,True,False,False,True
149-74-6,DICHLOROMETHYLPHENYLSILANE,suspected,False,True,False,False,True,False,False,False,False,False,True,False
14901-08-7,CYCASIN,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14901-08-7,CYCASIN,suspected,False,False,False,False,True,False,True,False,False,False,False,False
14913-49-6,BI-212,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14913-50-9,TL-208,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14913-89-4,RH-105,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14913-89-4(m),RH-105M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14914-02-4,I-130,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14914-16-0,AU-196,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14914-27-3,I-134,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14914-75-1,BA-131,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14914-76-2,CS-131,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14928-14-4,AG-105,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14928-29-1,SR-92,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14928-30-4,ZR-97,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14928-36-0,RB-88,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14932-40-2,TH-231,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14932-41-3,W-185,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14932-42-4,XE-133,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14932-42-4(m),XE-133M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14932-53-7,RB-86,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14952-40-0,AC-227,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14952-40-0(+D),AC-227+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14967-68-1,PD-103,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14977-61-8,CHROMYL CHLORIDE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14977-61-8,CHROMYL CHLORIDE,suspected,False,False,False,False,False,True,True,False,False,False,True,True
14981-64-7,PD-109,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14981-70-5,Y-93,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14981-79-4,PR-143,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14981-91-0,IR-190,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14983-48-3,W-187,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14993-75-0,AM-243,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14993-75-0(+D),AM-243(+D),recognized,True,False,False,False,False,False,False,False,False,False,False,False
14995-61-0,KR-88,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14995-62-1,XE-135,recognized,True,False,False,False,False,False,False,False,False,False,False,False
14995-62-1(m),XE-135M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
150-19-6,3-METHYOXYPHENOL,suspected,False,False,False,False,False,False,False,False,True,False,False,False
150-50-5,MERPHOS,suspected,False,False,False,False,False,False,False,False,True,False,False,False
150-68-5,MONURON,suspected,False,True,False,False,True,False,False,False,False,False,True,False
150-76-5,4-METHOXYPHENOL,suspected,False,False,False,False,False,False,False,False,True,False,False,True
15046-84-1,I-129,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15065-10-8,TH-234,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15067-28-4,"LEAD, ISOTOPE OF MASS 214",recognized,True,False,False,False,False,False,False,False,False,False,False,False
15092-94-1,PB-212,recognized,True,False,False,False,False,False,False,False,False,False,False,False
151-18-8,BAPN,suspected,False,True,True,False,False,False,False,False,False,False,False,False
151-21-3,SODIUM LAURYL SULFATE,suspected,False,False,False,False,True,False,False,False,False,False,False,False
151-38-2,METHOXYETHYLMERCURIC ACETATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
151-50-8,POTASSIUM CYANIDE,suspected,False,True,False,False,False,False,False,False,True,False,True,False
151-56-4,ETHYLENEIMINE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
151-56-4,ETHYLENEIMINE,suspected,False,True,False,False,True,True,True,False,True,True,True,True
151-67-7,HALOTHANE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
151-67-7,HALOTHANE,suspected,False,False,False,False,True,False,True,False,True,True,False,False
15100-28-4,PA-234,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15100-28-4(m),PA-234M,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15117-48-3,PLUTONIUM 239,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15117-53-0,SULFUR-35,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15117-96-1,URANIUM-235,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15117-96-1(+D),U-235+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15151-09-4,XE-122,recognized,True,False,False,False,False,False,False,False,False,False,False,False
151820-27-8,Aroclor 1216,recognized,True,False,True,False,False,False,False,False,False,False,False,False
15194-98-6,CALCIUM ARSENITE (2:1),suspected,False,False,False,False,True,False,False,False,True,False,False,False
15229-37-5,BI-211,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15262-20-1,RADIUM-228,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15262-20-1(+D),RA-228+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
153-78-6,2-Aminofluorene,recognized,True,False,False,False,False,False,False,False,False,False,False,False
153-78-6,2-Aminofluorene,suspected,False,False,False,False,True,False,True,False,False,False,False,False
153719-23-4,Thiamethoxam,suspected,True,False,False,False,False,False,False,False,False,False,False,False
15389-34-1,PO-212,recognized,True,False,False,False,False,False,False,False,False,False,False,False
154-42-7,THIOGUANINE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
154-42-7,THIOGUANINE,suspected,False,True,False,False,True,False,False,False,False,False,False,False
154-93-8,BISCHLOROETHYL NITROSOUREA (BCNU),recognized,True,False,True,False,False,False,False,False,False,False,False,False
154-93-8,BISCHLOROETHYL NITROSOUREA (BCNU),suspected,False,False,False,False,False,False,True,False,False,False,False,False
15411-92-4,PU-236,recognized,True,False,False,False,False,False,False,False,False,False,False,False
15422-24-9,PO-218,recognized,True,False,False,False,False,False,False,False,False,False,False,False
