tox_cas_edf_id,tox_chemical_name,tox_category,tox_cancer,tox_cardiovascular_blood,tox_developmental,tox_endocrine,tox_gastrointestinal_liver,tox_immunotoxicity,tox_kidney,tox_musculoskeletal,tox_neurotoxicity,tox_reproductive,tox_respiratory,tox_skin_sense
100-00-5,P-NITROCHLOROBENZENE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-00-5,P-NITROCHLOROBENZENE,suspected,False,True,False,False,True,False,True,False,False,False,False,False
100-01-6,P-NITROANILINE,suspected,False,True,False,False,False,False,False,False,True,False,False,False
100-02-7,4-NITROPHENOL,suspected,False,True,False,False,False,False,False,False,True,False,False,True
100-20-9,"1,4-BENZENEDICARBONYL CHLORIDE",suspected,False,False,False,False,False,False,False,False,True,False,True,False
100-21-0,TEREPHTHALIC ACID,suspected,False,False,False,False,False,False,False,False,True,False,False,False
100-25-4,P-DINITROBENZENE,recognized,False,False,False,False,False,False,False,False,False,True,False,False
100-25-4,P-DINITROBENZENE,suspected,False,True,False,False,True,False,False,False,True,False,False,False
100-37-8,2-(DIETHYLAMINO)ETHANOL,suspected,False,False,False,False,True,False,False,False,True,False,True,True
100-40-3,4-VINYLCYCLOHEXENE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-40-3,4-VINYLCYCLOHEXENE,suspected,False,False,False,False,False,False,False,False,False,True,False,False
100-41-4,ETHYLBENZENE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-41-4,ETHYLBENZENE,suspected,False,True,True,True,True,False,True,False,True,True,True,True
100-42-5,STYRENE,suspected,True,True,True,True,True,True,True,False,True,True,True,True
100-43-6,"Pyridine, 4-ethenyl-",suspected,False,False,False,False,False,False,False,False,True,False,True,False
100-44-7,BENZYL CHLORIDE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-44-7,BENZYL CHLORIDE,suspected,False,True,True,False,True,False,False,False,True,False,True,True
100-47-0,BENZONITRILE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
100-51-6,BENZYL ALCOHOL,suspected,False,False,False,False,True,True,False,False,True,False,False,True
100-52-7,ALMOND ARTIFICIAL ESSENTIAL OIL,suspected,False,False,False,False,True,False,True,False,True,False,True,True
100-53-8,(MERCAPTOMETHYL)BENZENE,suspected,False,False,False,False,False,False,False,False,True,False,True,False
100-61-8,METHYLANILINE,suspected,False,True,False,False,False,False,False,False,True,False,True,False
100-63-0,PHENYLHYDRAZINE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-63-0,PHENYLHYDRAZINE,suspected,False,True,False,False,False,True,False,False,True,False,False,True
100-75-4,N-NITROSOPIPERIDINE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
100-75-4,N-NITROSOPIPERIDINE,suspected,False,False,False,False,True,False,False,False,False,False,True,False
100-97-0,"1,3,5,7-TETRAAZAADAMANTANE",suspected,False,False,False,False,False,True,False,False,False,False,True,True
1002-53-5,DIBUTYLTIN,suspected,False,False,False,False,False,True,False,False,False,False,False,False
10024-97-2,NITROUS OXIDE,suspected,False,True,True,False,False,False,False,False,True,True,True,False
10025-67-9,SULFUR CHLORIDE (MONO),suspected,False,False,False,False,False,False,False,False,False,False,True,True
10025-87-3,PHOSPHORUS OXYCHLORIDE,suspected,False,False,False,False,False,False,True,False,True,False,True,True
10025-91-9,ANTIMONY TRICHLORIDE,suspected,False,False,False,False,True,False,False,False,True,False,True,False
10026-13-8,PHOSPHORUS PENTACHLORIDE,suspected,False,False,False,False,False,False,False,False,False,False,True,True
10026-24-1,Cobalt sulfate heptahydrate,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10026-24-1,Cobalt sulfate heptahydrate,suspected,False,False,False,True,False,False,False,False,False,False,True,False
10027-06-2,"8,9,10-TRINORBORN-2-YL ACRYLATE",suspected,False,False,False,False,False,True,False,False,False,False,False,True
10028-15-6,OZONE,suspected,False,True,False,False,True,True,False,False,True,False,True,True
10028-17-8,TRITIUM,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10031-13-7,LEAD ARSENITE,recognized,True,False,True,False,False,False,False,False,False,True,False,False
10034-93-2,HYDRAZINE SULFATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10034-93-2,HYDRAZINE SULFATE,suspected,False,False,False,False,True,False,False,False,True,False,True,False
10035-10-6,HYDROBROMIDE ACID,suspected,False,False,False,False,False,False,False,False,False,False,True,True
10039-54-0,"HYDROXYLAMINE, SULFATE (2:1)",suspected,False,False,False,False,False,False,False,False,True,False,True,False
10043-35-3,BORIC ACID,suspected,False,True,False,False,True,False,True,False,True,True,True,True
10043-49-9,AU-198,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10043-52-4,Calcium chloride (CaCl2),suspected,False,True,False,False,False,False,False,False,False,False,False,False
10043-66-0,IODINE-131,recognized,True,False,True,False,False,False,False,False,False,False,False,False
10043-66-0,IODINE-131,suspected,False,False,False,True,False,False,False,False,False,False,False,False
10043-92-2,RADON,suspected,True,False,False,False,False,False,False,False,False,False,True,False
10045-94-0,MERCURIC NITRATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
10045-97-3,CAESIUM-137,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10045-97-3(+D),CS-137+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10048-13-2,STERIGMATOCYSTIN,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10048-13-2,STERIGMATOCYSTIN,suspected,False,False,False,False,True,False,False,False,False,False,False,False
10049-04-4,CHLORINE DIOXIDE,suspected,False,False,True,False,False,False,False,False,False,True,True,True
10049-14-6,Uranium fluoride (UF4),suspected,False,True,False,False,False,False,True,False,False,False,False,False
10061-01-5,"CIS-1,3-DICHLOROPROPENE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
10061-02-6,"TRANS-1,3-DICHLOROPROPENE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
10098-91-6,Y-90,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10098-97-2,STRONTIUM-90,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10098-97-2(+D),SR-90+D,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10099-74-8,LEAD NITRATE,recognized,True,False,True,False,False,False,False,False,False,True,False,False
10099-76-0,"Silicic acid, lead(2+) salt (1:1)",suspected,False,True,False,False,False,True,False,False,False,False,False,False
101-05-3,ANILAZINE,suspected,False,False,True,False,False,False,False,False,False,False,False,False
101-14-4,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",recognized,True,False,False,False,False,False,False,False,False,False,False,False
101-14-4,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",suspected,False,True,False,False,True,False,True,False,True,False,True,True
101-21-3,CHLOROPROPHAM,suspected,False,False,False,False,False,False,False,False,True,False,False,True
101-27-9,BARBAN,suspected,False,False,False,False,False,True,False,False,False,False,False,True
101-37-1,"1,3,5-Triazine, 2,4,6-tris(2-propenyloxy)-",suspected,False,False,False,False,False,False,False,False,True,False,False,False
101-42-8,FENURON,suspected,False,True,False,False,False,False,False,False,False,False,False,False
101-54-2,"1,4-BENZENEDIAMINE, N-PHENYL-",suspected,False,True,False,False,False,True,False,False,False,False,False,True
101-61-1,"4,4'-METHYLENEBIS(N,N-DIMETHYL)BENZENAMINE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
101-68-8,"1,1'-METHYLENEBIS(4-ISOCYANATOBENZENE)",suspected,False,False,False,False,False,True,False,False,False,False,True,True
101-72-4,"1,4-BENZENEDIAMINE, N-(1-METHYLETHYL)-N'-PHENYL-",suspected,False,False,False,False,False,True,False,False,False,False,False,False
101-77-9,"4,4'-METHYLENEDIANILINE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
101-77-9,"4,4'-METHYLENEDIANILINE",suspected,False,True,False,False,True,True,True,False,True,False,False,True
101-79-1,4-CHLORO-4'-AMINODIPHENYLETHER,suspected,True,False,False,False,False,False,False,False,False,False,False,False
101-80-4,"4,4'-DIAMINODIPHENYL ETHER",recognized,True,False,False,False,False,False,False,False,False,False,False,False
101-80-4,"4,4'-DIAMINODIPHENYL ETHER",suspected,False,True,False,True,True,False,False,False,False,False,False,False
101-84-8,"PHENYL ETHER, VAPOR",suspected,False,False,False,False,False,False,False,False,True,False,False,False
101-90-6,DIGLYCIDYL RESORCINOL ETHER (DGRE),recognized,True,False,False,False,False,False,False,False,False,False,False,False
101-90-6,DIGLYCIDYL RESORCINOL ETHER (DGRE),suspected,False,False,False,False,True,True,False,False,True,False,False,True
10101-53-8,CHROMIC SULFATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10101-63-0,LEAD IODIDE,recognized,True,False,True,False,False,False,False,False,False,True,False,False
10101-97-0,NICKEL (NICKEL SULFATE HEXAHYDRATE),recognized,True,False,False,False,False,False,False,False,False,False,False,False
10101-97-0,NICKEL (NICKEL SULFATE HEXAHYDRATE),suspected,False,True,False,False,True,False,False,False,False,False,True,False
10102-18-8,SODIUM SELENITE (H2O3SE.2NA),suspected,False,True,False,False,True,False,True,False,True,False,True,False
10102-20-2,SODIUM TELLURITE,suspected,False,True,False,False,True,False,False,False,True,False,True,False
10102-43-9,NITRIC OXIDE,suspected,False,True,False,False,False,False,False,False,True,False,True,False
10102-44-0,NITROGEN DIOXIDE,suspected,False,True,True,True,False,True,False,False,True,True,True,True
10102-45-1,"NITRIC ACID, THALLIUM(1+) SALT",suspected,False,False,False,False,True,False,False,False,False,False,False,False
10103-50-1,MAGNESIUM ARSENATE,recognized,True,False,True,False,False,False,False,False,False,False,False,False
10103-50-1,MAGNESIUM ARSENATE,suspected,False,False,False,False,True,False,False,False,False,False,False,False
10103-61-4,COPPER ARSENATE,recognized,True,False,True,False,False,False,False,False,False,False,False,False
10108-64-2,CADMIUM CHLORIDE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10108-64-2,CADMIUM CHLORIDE,suspected,False,True,True,True,True,False,True,False,False,False,True,False
10118-90-8,MINOCYCLINE,suspected,False,False,False,False,False,False,True,False,False,False,False,True
101200-48-0,TRIBENURON METHYL,suspected,True,False,False,False,True,False,True,False,False,False,False,False
10124-36-4,CADMIUM SULFATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10124-43-3,COBALT(II) SULFATE (1:1),suspected,False,False,False,False,False,False,False,False,True,False,False,False
10124-50-2,POTASSIUM ARSENITE  (ASH3O4.XK),recognized,True,False,True,False,False,False,False,False,False,False,False,False
10124-50-2,POTASSIUM ARSENITE  (ASH3O4.XK),suspected,False,True,False,False,True,False,False,False,False,False,False,True
10124-56-8,sodium hexametaphospate,suspected,False,False,False,False,False,False,False,False,True,False,False,False
1014-70-6,SIMETRYNE,suspected,False,False,False,False,True,False,False,False,False,False,False,False
10182-82-8,MIMOSINE (LEUCENOL),suspected,False,False,False,False,False,False,False,False,False,False,False,True
10198-40-0,COBALT-60,recognized,True,False,False,False,False,False,False,False,False,False,False,False
102-06-7,"1,3-DIFENYLGUANID",suspected,False,False,False,False,False,False,False,False,True,False,False,True
102-54-5,DICYCLOPENTADIENYL IRON,suspected,False,False,False,True,True,False,False,False,False,False,False,False
102-71-6,TRIETHANOLAMINE,suspected,False,False,False,False,False,True,False,False,False,False,True,True
10210-68-1,COBALT CARBONYL,suspected,True,False,False,False,False,False,False,False,True,False,True,True
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",suspected,False,False,False,False,False,False,False,False,False,False,True,False
1024-57-3,HEPTACHLOR EPOXIDE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1024-57-3,HEPTACHLOR EPOXIDE,suspected,False,False,False,True,False,False,False,False,False,False,False,False
10265-92-6,METHAMIDOPHOS,suspected,False,False,False,False,False,False,False,False,True,False,False,True
10294-33-4,BORON TRIBROMIDE,suspected,False,False,False,False,False,False,False,False,False,False,True,True
10294-40-3,BARIUM CHROMATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
103-11-7,"1-HEXANOL, 2-ETHYL-, ACRYLATE",suspected,False,False,False,False,False,True,False,False,True,False,False,True
103-16-2,HYDROQUINONE MONOBENZYL ETHER,suspected,False,False,False,False,False,False,False,False,False,False,False,True
103-23-1,BIS(2-ETHYLHEXYL) ADIPATE,suspected,True,False,False,True,False,False,False,False,False,False,False,False
103-27-5,PHENYL MERCURIC PROPIONATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
103-27-5,PHENYL MERCURIC PROPIONATE,suspected,False,False,False,False,False,False,False,False,False,False,False,True
103-33-3,AZOBENZENE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
103-41-3,"2-Propenoic acid, 3-phenyl-, phenylmethyl ester",suspected,False,False,False,False,False,False,False,False,True,False,False,False
103-65-1,N-PROPYLBENZENE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
103-71-9,PHENYL ISOCYANATE,suspected,False,False,False,False,False,True,False,False,False,False,False,False
103-76-4,(BETA-HYDROXYETHYL)PIPERAZINE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
103-83-3,DIMETHYLBENZYLAMINE,suspected,False,False,False,False,False,True,False,False,True,False,True,False
103-84-4,ACETANILIDE,suspected,False,True,False,False,True,False,True,False,True,False,True,False
103-90-2,ACETAMINOPHEN,suspected,True,True,False,False,True,False,True,False,True,False,True,True
10325-94-7,CADMIUM NITRATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10347-54-3,"1,4-BIS(METHYLISOCYANATE)CYCLOHEXANE",suspected,False,False,False,False,False,False,False,False,False,False,True,False
10361-37-2,BARIUM CHLORIDE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
10380-28-6,COPPER (11)-8-HYDROXYQUINOLINE,suspected,False,False,False,True,True,False,False,False,True,False,True,False
104-12-1,P-CHLOROPHENYL ISOCYANATE,suspected,False,False,False,True,False,False,False,False,False,False,True,True
104-40-5,4-NONYLPHENOL,suspected,False,False,False,True,False,False,False,False,False,False,False,False
104-43-8,4-DODECYLPHENOL,suspected,False,False,False,True,False,False,False,False,False,False,False,False
104-46-1,1-METHOXY-4-(1-PROPENYL)BENZENE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
104-49-4,"1,4-PHENYLENE DIISOCYANATE",suspected,False,False,False,False,False,False,False,False,False,False,True,False
104-51-8,1-BUTYLPROPANE,suspected,False,False,False,True,False,False,False,False,False,False,False,False
104-55-2,"2-PROPENAL, 3-PHENYL-",suspected,False,False,False,False,False,True,False,False,True,False,False,True
104-76-7,"1-HEXANOL, 2-ETHYL-",suspected,False,False,True,False,True,False,False,False,False,False,False,False
104-78-9,3-AMINOPROPYLDIETHYLAMINE,suspected,False,False,False,False,False,True,False,False,False,False,False,True
104-88-1,"BENZALDEHYDE, P-CHLORO-",suspected,False,False,False,False,False,False,False,False,True,False,False,False
104-94-9,P-ANISIDINE,suspected,False,True,False,False,False,False,False,False,False,False,False,True
10415-75-5,MERCUROUS NITRATE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
10415-75-5,MERCUROUS NITRATE,suspected,False,False,False,False,True,False,False,False,False,False,False,False
10418-03-8,STANOZOLOL,recognized,True,False,False,False,False,False,False,False,False,False,False,False
104227-87-4,FAMCICLOVIR,suspected,False,False,False,False,False,False,False,False,False,True,False,False
10453-86-8,RESMETHRIN,recognized,False,False,True,False,False,False,False,False,False,False,False,False
10453-86-8,RESMETHRIN,suspected,False,False,False,False,True,False,False,False,True,False,False,False
10476-85-4,STRONTIUM (STABLE STRONTIUM CHLORIDE),suspected,False,True,False,True,True,False,False,False,True,False,False,False
105-12-4,p-Dinitrosobenzene,suspected,False,True,False,False,False,False,False,False,False,False,False,False
105-16-8,(2-(METHACRYLOYLOXY)ETHYL)DIETHYLAMINE,suspected,False,False,False,False,False,False,False,False,False,False,False,True
105-30-6,"1,3-DIMETHYL BUTANOL",suspected,False,False,False,False,False,False,False,False,False,False,False,True
105-37-3,ETHYL ESTER PROPANOIC ACID,suspected,False,False,False,False,False,False,False,False,False,False,True,False
105-46-4,SEC-BUTYL ACETATE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
105-55-5,"N,N'-DIETHYLTHIOUREA",suspected,True,False,False,False,False,False,False,False,False,False,False,False
105-60-2,CAPROLACTAM,suspected,False,False,False,False,False,True,False,False,True,False,True,True
105-67-9,"2,4-DIMETHYLPHENOL",suspected,False,True,False,False,True,False,True,False,False,False,True,True
10540-29-1,TAMOXIFEN AND ITS SALTS,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10540-29-1,TAMOXIFEN AND ITS SALTS,suspected,False,False,False,False,False,False,False,False,False,False,False,True
105512-06-9,CLODINAFOP-PROPARGYL,suspected,True,False,False,False,False,False,False,False,False,False,False,False
1056,CERAMIC FIBERS  ( AIRBORNE PARTICLES OF RESPIRABLE SIZE),recognized,True,False,False,False,False,False,False,False,False,False,False,False
1056,CERAMIC FIBERS  ( AIRBORNE PARTICLES OF RESPIRABLE SIZE),suspected,False,False,False,False,False,False,False,False,False,False,True,False
105650-23-5,"PHIP(2-AMINO-1-METHYL-6-PHENYLIMIDAZOL[4,5-B]PYRIDINE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
105650-23-5,"PHIP(2-AMINO-1-METHYL-6-PHENYLIMIDAZOL[4,5-B]PYRIDINE",suspected,False,False,False,False,True,False,False,False,False,False,False,False
105735-71-5,"3,7-DINITROFLUORANTHENE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
10588-01-9,SODIUM BICHROMATE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10588-01-9,SODIUM BICHROMATE,suspected,False,True,False,False,True,True,False,False,False,False,True,True
10589-74-9,N-nitroso-N-pentylurea (N-amyl-N-nitrosurea),suspected,True,False,False,False,True,False,False,False,False,False,False,True
10595-95-6,N-NITROSOMETHYLETHYLAMINE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
10595-95-6,N-NITROSOMETHYLETHYLAMINE,suspected,False,False,False,False,True,False,False,False,False,False,False,True
10599-90-3,CHLORAMINE,suspected,False,True,False,False,False,False,False,False,False,False,True,True
106-35-4,ETHYL BUTYL KETONE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
106-42-3,P-XYLENE,suspected,False,True,True,False,True,True,True,False,True,True,True,True
106-44-5,P-CRESOL,suspected,True,True,False,False,True,False,True,False,True,False,True,True
106-46-7,"1,4-DICHLOROBENZENE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
106-46-7,"1,4-DICHLOROBENZENE",suspected,False,True,True,False,True,False,True,False,True,False,True,True
106-47-8,P-CHLOROANILINE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
106-47-8,P-CHLOROANILINE,suspected,False,True,False,False,False,False,False,False,False,False,False,False
106-48-9,4-CHLOROPHENOL,suspected,False,False,False,False,True,False,False,False,True,False,False,False
106-49-0,P-TOLUIDINE,suspected,True,True,False,False,False,False,False,False,False,False,False,True
106-50-3,P-PHENYLENEDIAMINE,suspected,False,True,False,False,True,True,True,False,True,False,True,True
106-51-4,QUINONE,suspected,False,False,False,False,False,False,False,False,True,False,False,True
106-63-8,2-METHYLPROPYL 2-PROPENOATE,suspected,False,False,False,False,False,True,False,False,False,False,False,True
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",suspected,False,False,False,True,True,True,True,False,True,False,False,True
106-88-7,"1,2-BUTYLENE OXIDE",suspected,True,True,False,False,True,False,False,False,False,False,True,True
106-89-8,EPICHLOROHYDRIN,recognized,True,False,False,False,False,False,False,False,False,True,False,False
106-89-8,EPICHLOROHYDRIN,suspected,False,True,False,True,True,True,True,False,True,False,True,True
106-90-1,GLYCIDYL ACRYLATE,suspected,False,False,False,False,False,True,False,False,False,False,False,True
106-91-2,GLYCIDYL METHACRYLATE,suspected,False,False,False,False,False,True,False,False,True,False,False,True
106-92-3,ALLYL GLYCIDYL ETHER;AGE,suspected,False,False,False,False,True,True,False,False,True,False,True,True
106-93-4,"1,2-DIBROMOETHANE",recognized,True,False,True,False,False,False,False,False,False,True,False,False
106-93-4,"1,2-DIBROMOETHANE",suspected,False,False,False,True,True,False,True,False,True,False,True,True
106-94-5,1-BROMOPROPANE,suspected,False,False,True,False,False,False,False,False,False,True,False,False
106-97-8,BUTANE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
106-99-0,"1,3-BUTADIENE",recognized,True,False,True,False,False,False,False,False,False,True,False,False
106-99-0,"1,3-BUTADIENE",suspected,False,True,False,False,True,False,False,False,True,False,True,True
10605-21-7,CARBENDAZIM,suspected,True,False,False,True,False,False,False,False,True,False,True,False
1066,COKE OVEN EMISSIONS,recognized,True,False,False,False,False,False,False,False,False,False,False,False
1066,COKE OVEN EMISSIONS,suspected,False,False,False,False,True,False,True,False,False,False,True,True
1066-17-7,POLYMYXIN E,suspected,False,False,False,False,False,False,True,False,False,False,False,False
1066-45-1,TRIMETHYLTIN CHLORIDE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
107-02-8,ACROLEIN,suspected,True,True,True,False,True,False,False,False,True,False,True,True
107-03-9,1-MERCAPTOPROPANE,suspected,False,False,False,False,False,False,False,False,True,False,True,True
107-05-1,ALLYL CHLORIDE,suspected,True,False,True,False,True,False,True,False,True,False,True,True
107-06-2,"1,2-DICHLOROETHANE",recognized,True,False,False,False,False,False,False,False,False,False,False,False
107-06-2,"1,2-DICHLOROETHANE",suspected,False,True,True,False,True,False,True,False,True,True,True,True
107-07-3,CHLOROETHANOL,suspected,False,False,False,False,True,False,True,False,True,False,True,False
107-11-9,ALLYL AMINE,suspected,False,True,False,False,True,False,True,False,False,False,True,True
107-12-0,ETHYL CYANIDE,suspected,False,False,False,False,False,False,False,False,True,False,True,False
107-13-1,ACRYLONITRILE,recognized,True,False,False,False,False,False,False,False,False,False,False,False
107-13-1,ACRYLONITRILE,suspected,False,True,True,False,True,True,False,False,True,True,True,True
107-14-2,CHLOROACETONITRILE,suspected,False,False,False,False,False,False,False,False,False,False,False,True
107-15-3,ETHYLENEDIAMINE,suspected,False,False,False,False,True,True,True,False,True,False,True,True
107-16-4,FORMALDEHYDE CYANOHYDRIN,suspected,False,False,False,False,False,False,False,False,True,False,True,True
107-18-6,ALLYL ALCOHOL,suspected,False,True,False,False,True,False,False,False,True,False,True,True
107-19-7,PROPARGYL ALCOHOL,suspected,False,True,False,False,True,False,True,False,True,False,False,True
107-20-0,CHLOROACETALDEHYDE,suspected,False,False,False,False,False,False,False,False,False,False,True,True
107-21-1,ETHYLENE GLYCOL,suspected,False,True,True,False,True,False,True,False,True,True,True,True
107-22-2,"1,2-ETHANEDIAL",suspected,False,False,False,False,True,True,False,False,True,False,False,True
107-27-7,"Mercury, chloroethyl-",suspected,False,False,False,False,False,False,False,False,True,False,False,False
107-30-2,CHLOROMETHYL METHYL ETHER,recognized,True,False,False,False,False,False,False,False,False,False,False,False
107-30-2,CHLOROMETHYL METHYL ETHER,suspected,False,True,False,False,False,False,False,False,False,False,True,True
107-31-3,METHYL FORMATE,suspected,False,True,False,False,False,False,False,False,True,False,True,False
107-41-5,HEXYLENE GLYCOL,suspected,False,False,False,False,True,True,False,False,True,False,True,True
107-44-8,SARIN,suspected,False,False,False,False,True,False,False,False,True,False,True,True
107-46-0,BIS(TRIMETHYLSILYL) OXIDE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
107-49-3,TEPP,suspected,False,False,False,False,True,False,False,False,True,False,False,False
107-66-4,DIBUTYL PHOSPHATE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
107-87-9,METHYL PROPYL KETONE,suspected,False,False,False,False,True,False,False,False,True,False,False,True
107-92-6,BUTYRIC ACID,suspected,False,False,False,False,True,False,False,False,False,False,False,True
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,suspected,False,False,False,False,True,False,True,False,True,True,False,True
1070-70-8,TETRAMETHYLENE DIACRYLATE,suspected,False,False,False,False,False,True,False,False,False,False,False,True
1071-39-2,DIISOPROPYL MERCURY,recognized,False,False,True,False,False,False,False,False,False,False,False,False
1071-83-6,GLYPHOSATE,suspected,False,True,False,False,True,False,False,False,True,True,True,False
1073,CYANIDE COMPOUNDS,suspected,False,True,False,True,False,False,False,False,True,False,True,True
107534-96-3,TEBUCONAZOLE (FOLICUR),suspected,True,False,False,False,False,False,False,False,False,False,False,False
108-01-0,(2-HYDROXYETHYL)DIMETHYLAMINE,suspected,False,False,False,False,False,False,False,False,True,False,True,True
108-03-2,1-NITROPROPANE,suspected,False,False,False,False,False,False,False,False,True,False,False,True
108-05-4,VINYL ACETATE,suspected,True,False,False,False,False,False,False,False,True,False,True,True
108-10-1,METHYL ISOBUTYL KETONE,suspected,False,False,True,False,True,False,True,False,True,False,True,True
108-11-2,METHYL ISOBUTYL CARBINOL,suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-18-9,DIISOPROPYLAMINE,suspected,False,False,False,False,True,True,False,False,True,False,True,True
108-20-3,DIISOPROPYL ETHER,suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-21-4,ISOPROPYL ACETATE,suspected,False,False,False,False,False,False,False,False,True,False,True,False
108-24-7,ACETIC ANHYDRIDE,suspected,False,False,False,False,False,False,False,False,False,False,True,True
108-31-6,MALEIC ANHYDRIDE,suspected,False,False,False,False,False,True,False,False,False,False,True,True
108-38-3,M-XYLENE,suspected,False,True,True,False,True,True,True,False,True,False,True,True
108-39-4,M-CRESOL,suspected,True,True,False,False,True,False,True,False,True,False,True,True
108-42-9,1-AMINO-3-CHLOROBENZENE,suspected,False,True,False,False,False,False,False,False,False,False,False,False
108-44-1,M-TOLUIDINE,suspected,False,True,False,False,False,False,False,False,False,False,False,False
108-45-2,M-PHENYLENEDIAMINE,suspected,False,False,False,False,True,True,False,False,False,False,False,True
108-46-3,RESORCINOL,suspected,False,True,False,True,False,True,False,False,True,False,False,True
108-60-1,BIS(2-CHLORO-1-METHYLETHYL) ETHER,recognized,True,False,False,False,False,False,False,False,False,False,False,False
108-60-1,BIS(2-CHLORO-1-METHYLETHYL) ETHER,suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-62-3,METACETALDEHYDE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-67-8,MESITYLENE,suspected,False,False,False,False,False,False,False,False,True,False,True,False
108-68-9,"1,3,5-XYLENOL",suspected,False,False,False,False,False,False,False,False,True,False,True,False
108-77-0,"1,3,5-TRIAZINE, 2,4,6-TRICHLORO-",suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-78-1,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIIMINE",suspected,False,False,False,False,False,False,True,False,False,True,False,False
108-80-5,CYANURIC ACID,suspected,False,False,False,False,True,False,False,False,False,False,False,False
108-83-8,"DIISOBUTYL KETONE;2,6-DIMETHYL-4-HEPTONE",suspected,False,False,False,False,True,False,False,False,True,False,False,True
108-84-9,"1,3-DIMETHYLBUTYL ACETATE",suspected,False,False,False,False,False,False,False,False,True,False,True,True
108-86-1,BROMOBENZENE,suspected,False,False,False,False,True,False,True,False,False,False,False,False
108-87-2,METHYLCYCLOHEXANE,suspected,False,False,False,False,False,False,False,False,True,False,False,False
108-88-3,TOLUENE,recognized,False,False,True,False,False,False,False,False,False,False,False,False
108-88-3,TOLUENE,suspected,False,True,False,False,True,True,True,False,True,True,True,True
108-90-7,CHLOROBENZENE,suspected,False,True,True,False,True,False,True,True,True,True,False,True
108-91-8,CYCLOHEXYLAMINE,suspected,False,True,False,False,False,True,False,False,True,True,True,True
108-93-0,CYCLOHEXANOL,suspected,False,True,False,False,True,False,True,False,True,True,True,True
108-94-1,CYCLOHEXANONE,suspected,False,False,True,False,False,True,False,False,True,False,True,True
